"path_id"	"source"	"description"	"type"	"pval"	"fdr"	"ratio"	"gene.list"	"nb.hits"	"nb.genes.path"	"nb.user.genes"	"tot.back.genes"
"GO:0097513"	"GO"	"myosin II filament"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0097517"	"GO"	"contractile actin filament bundle"	"structural_complex"	1	1	0	NA	0	58	0	19688
"GO:0097524"	"GO"	"sperm plasma membrane"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0097525"	"GO"	"spliceosomal snRNP complex"	"structural_complex"	1	1	0	NA	0	64	0	19688
"GO:0097526"	"GO"	"spliceosomal tri-snRNP complex"	"structural_complex"	1	1	0	NA	0	32	0	19688
"GO:0097527"	"GO"	"necroptotic signaling pathway"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0097529"	"GO"	"myeloid leukocyte migration"	"pathway"	1	1	0	NA	0	108	0	19688
"GO:0097530"	"GO"	"granulocyte migration"	"pathway"	1	1	0	NA	0	84	0	19688
"GO:0097531"	"GO"	"mast cell migration"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0098501"	"GO"	"polynucleotide dephosphorylation"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0098502"	"GO"	"DNA dephosphorylation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0098505"	"GO"	"G-rich strand telomeric DNA binding"	"functional_set"	1	1	0	NA	0	10	0	19688
"GO:0098531"	"GO"	"transcription factor activity, direct ligand regulated sequence-specific DNA binding"	"functional_set"	1	1	0	NA	0	49	0	19688
"GO:0098532"	"GO"	"histone H3-K27 trimethylation"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0098533"	"GO"	"ATPase dependent transmembrane transport complex"	"structural_complex"	1	1	0	NA	0	24	0	19688
"GO:0098534"	"GO"	"centriole assembly"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0098535"	"GO"	"de novo centriole assembly involved in multi-ciliated epithelial cell differentiation"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0098536"	"GO"	"deuterosome"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0098542"	"GO"	"defense response to other organism"	"pathway"	1	1	0	NA	0	551	0	19688
"GO:0098543"	"GO"	"detection of other organism"	"pathway"	1	1	0	NA	0	21	0	19688
"GO:1902414"	"GO"	"protein localization to cell junction"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:1902415"	"GO"	"regulation of mRNA binding"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:1902416"	"GO"	"positive regulation of mRNA binding"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:1902430"	"GO"	"negative regulation of beta-amyloid formation"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:1902445"	"GO"	"regulation of mitochondrial membrane permeability involved in programmed necrotic cell death"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902455"	"GO"	"negative regulation of stem cell population maintenance"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:1902459"	"GO"	"positive regulation of stem cell population maintenance"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:1902473"	"GO"	"regulation of protein localization to synapse"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:1902474"	"GO"	"positive regulation of protein localization to synapse"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1902475"	"GO"	"L-alpha-amino acid transmembrane transport"	"pathway"	1	1	0	NA	0	39	0	19688
"GO:1902476"	"GO"	"chloride transmembrane transport"	"pathway"	1	1	0	NA	0	94	0	19688
"GO:1902493"	"GO"	"acetyltransferase complex"	"structural_complex"	1	1	0	NA	0	102	0	19688
"GO:1902494"	"GO"	"catalytic complex"	"structural_complex"	1	1	0	NA	0	1352	0	19688
"GO:1902495"	"GO"	"transmembrane transporter complex"	"structural_complex"	1	1	0	NA	0	332	0	19688
"GO:1902498"	"GO"	"regulation of protein autoubiquitination"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1990204"	"GO"	"oxidoreductase complex"	"structural_complex"	1	1	0	NA	0	105	0	19688
"GO:1990226"	"GO"	"histone methyltransferase binding"	"functional_set"	1	1	0	NA	0	6	0	19688
"GO:1990234"	"GO"	"transferase complex"	"structural_complex"	1	1	0	NA	0	785	0	19688
"GO:0039703"	"GO"	"RNA replication"	"pathway"	1	1	0	NA	0	14	0	19688
"GO:0044818"	"GO"	"mitotic G2/M transition checkpoint"	"pathway"	1	1	0	NA	0	25	0	19688
"GO:0044819"	"GO"	"mitotic G1/S transition checkpoint"	"pathway"	1	1	0	NA	0	73	0	19688
"GO:0044821"	"GO"	"meiotic telomere tethering at nuclear periphery"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1990239"	"GO"	"steroid hormone binding"	"functional_set"	1	1	0	NA	0	7	0	19688
"WP1449"	"WikiPathw"	"Regulation of toll-like receptor signaling pathway"	"pathway"	1	1	0	NA	0	145	0	19688
"WP2491"	"WikiPathw"	"Diclofenac Metabolic Pathway"	"pathway"	1	1	0	NA	0	4	0	19688
"WP2355"	"WikiPathw"	"Corticotropin-releasing hormone signaling pathway"	"pathway"	1	1	0	NA	0	93	0	19688
"WP2525"	"WikiPathw"	"Trans-sulfuration and one carbon metabolism"	"pathway"	1	1	0	NA	0	32	0	19688
"WP733"	"WikiPathw"	"Serotonin Receptor 2 and STAT3 Signaling"	"pathway"	1	1	0	NA	0	4	0	19688
"WP1941"	"WikiPathw"	"Peroxisomal beta-oxidation of tetracosanoyl-CoA"	"pathway"	1	1	0	NA	0	4	0	19688
"WP1455"	"WikiPathw"	"Serotonin Transporter Activity"	"pathway"	1	1	0	NA	0	11	0	19688
"WP2328"	"WikiPathw"	"Allograft Rejection"	"pathway"	1	1	0	NA	0	81	0	19688
"WP2533"	"WikiPathw"	"Glycerophospholipid Biosynthetic Pathway"	"pathway"	1	1	0	NA	0	21	0	19688
"WP2338"	"WikiPathw"	"miRNA Biogenesis"	"pathway"	1	1	0	NA	0	8	0	19688
"WP2112"	"WikiPathw"	"IL17 signaling pathway"	"pathway"	1	1	0	NA	0	31	0	19688
"WP2516"	"WikiPathw"	"ATM Signaling Pathway"	"pathway"	1	1	0	NA	0	40	0	19688
"WP2485"	"WikiPathw"	"NAD Biosynthesis II (from tryptophan)"	"pathway"	1	1	0	NA	0	8	0	19688
"WP1533"	"WikiPathw"	"Vitamin B12 Metabolism"	"pathway"	1	1	0	NA	0	53	0	19688
"WP2447"	"WikiPathw"	"Amyotrophic lateral sclerosis (ALS)"	"pathway"	1	1	0	NA	0	38	0	19688
"WP2572"	"WikiPathw"	"Primary Focal Segmental Glomerulosclerosis FSGS"	"pathway"	1	1	0	NA	0	74	0	19688
"WP2446"	"WikiPathw"	"Retinoblastoma (RB) in Cancer"	"pathway"	1	1	0	NA	0	88	0	19688
"WP1528"	"WikiPathw"	"Physiological and Pathological Hypertrophy  of the Heart"	"pathway"	1	1	0	NA	0	25	0	19688
"WP1589"	"WikiPathw"	"Folate-Alcohol and Cancer Pathway"	"pathway"	1	1	0	NA	0	8	0	19688
"WP2542"	"WikiPathw"	"Sulindac Metabolic Pathway"	"pathway"	1	1	0	NA	0	5	0	19688
"WP2435"	"WikiPathw"	"Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis"	"pathway"	1	1	0	NA	0	16	0	19688
"WP1992"	"WikiPathw"	"TarBasePathway"	"pathway"	1	1	0	NA	0	19	0	19688
"WP1946"	"WikiPathw"	"Cori Cycle"	"pathway"	1	1	0	NA	0	16	0	19688
"WP2369"	"WikiPathw"	"Histone Modifications"	"pathway"	1	1	0	NA	0	69	0	19688
"WP1424"	"WikiPathw"	"Globo Sphingolipid Metabolism"	"pathway"	1	1	0	NA	0	22	0	19688
"WP1530"	"WikiPathw"	"miRNA Regulation of DNA Damage Response"	"pathway"	1	1	0	NA	0	93	0	19688
"WP704"	"WikiPathw"	"Methylation Pathways"	"pathway"	1	1	0	NA	0	10	0	19688
"WP2526"	"WikiPathw"	"PDGF Pathway"	"pathway"	1	1	0	NA	0	39	0	19688
"WP1981"	"WikiPathw"	"Thyroxine (Thyroid Hormone) Production"	"pathway"	1	1	0	NA	0	6	0	19688
"WP585"	"WikiPathw"	"Interferon type I signaling pathways"	"pathway"	1	1	0	NA	0	55	0	19688
"WP1995"	"WikiPathw"	"Effects of Nitric Oxide"	"pathway"	1	1	0	NA	0	8	0	19688
"WP2436"	"WikiPathw"	"Dopamine metabolism"	"pathway"	1	1	0	NA	0	14	0	19688
"GO:0039706"	"GO"	"co-receptor binding"	"functional_set"	1	1	0	NA	0	10	0	19688
"GO:0061577"	"GO"	"calcium ion transmembrane transport via high voltage-gated calcium channel"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0061578"	"GO"	"Lys63-specific deubiquitinase activity"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0097539"	"GO"	"ciliary transition fiber"	"structural_complex"	1	1	0	NA	0	10	0	19688
"GO:0098552"	"GO"	"side of membrane"	"structural_complex"	1	1	0	NA	0	518	0	19688
"GO:0098553"	"GO"	"lumenal side of endoplasmic reticulum membrane"	"structural_complex"	1	1	0	NA	0	29	0	19688
"GO:0098554"	"GO"	"cytoplasmic side of endoplasmic reticulum membrane"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:1902510"	"GO"	"regulation of apoptotic DNA fragmentation"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1902512"	"GO"	"positive regulation of apoptotic DNA fragmentation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902513"	"GO"	"regulation of organelle transport along microtubule"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902514"	"GO"	"regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:1902525"	"GO"	"regulation of protein monoubiquitination"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:1902527"	"GO"	"positive regulation of protein monoubiquitination"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902531"	"GO"	"regulation of intracellular signal transduction"	"pathway"	1	1	0	NA	0	1792	0	19688
"GO:1902532"	"GO"	"negative regulation of intracellular signal transduction"	"pathway"	1	1	0	NA	0	488	0	19688
"GO:1902533"	"GO"	"positive regulation of intracellular signal transduction"	"pathway"	1	1	0	NA	0	951	0	19688
"GO:1902534"	"GO"	"single-organism membrane invagination"	"pathway"	1	1	0	NA	0	17	0	19688
"GO:1902547"	"GO"	"regulation of cellular response to vascular endothelial growth factor stimulus"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:1902548"	"GO"	"negative regulation of cellular response to vascular endothelial growth factor stimulus"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:1990246"	"GO"	"uniplex complex"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:1990247"	"GO"	"N6-methyladenosine-containing RNA binding"	"functional_set"	1	1	0	NA	0	7	0	19688
"hsa04068"	"KEGG"	"FoxO signaling pathway"	"pathway"	1	1	0	NA	0	132	0	19688
"GO:0036457"	"GO"	"keratohyalin granule"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0036459"	"GO"	"thiol-dependent ubiquitinyl hydrolase activity"	"functional_set"	1	1	0	NA	0	128	0	19688
"GO:0038201"	"GO"	"TOR complex"	"structural_complex"	1	1	0	NA	0	15	0	19688
"GO:0038202"	"GO"	"TORC1 signaling"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0038203"	"GO"	"TORC2 signaling"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0097542"	"GO"	"ciliary tip"	"structural_complex"	1	1	0	NA	0	45	0	19688
"GO:0097545"	"GO"	"axonemal outer doublet"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0097546"	"GO"	"ciliary base"	"structural_complex"	1	1	0	NA	0	30	0	19688
"GO:0098562"	"GO"	"cytoplasmic side of membrane"	"structural_complex"	1	1	0	NA	0	187	0	19688
"GO:0098563"	"GO"	"intrinsic component of synaptic vesicle membrane"	"structural_complex"	1	1	0	NA	0	18	0	19688
"GO:0098573"	"GO"	"intrinsic component of mitochondrial membrane"	"structural_complex"	1	1	0	NA	0	64	0	19688
"GO:1902554"	"GO"	"serine/threonine protein kinase complex"	"structural_complex"	1	1	0	NA	0	86	0	19688
"GO:1902555"	"GO"	"endoribonuclease complex"	"structural_complex"	1	1	0	NA	0	26	0	19688
"GO:1902562"	"GO"	"H4 histone acetyltransferase complex"	"structural_complex"	1	1	0	NA	0	40	0	19688
"GO:1902563"	"GO"	"regulation of neutrophil activation"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:1902564"	"GO"	"negative regulation of neutrophil activation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902566"	"GO"	"regulation of eosinophil activation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902570"	"GO"	"protein localization to nucleolus"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902571"	"GO"	"regulation of serine-type peptidase activity"	"pathway"	1	1	0	NA	0	15	0	19688
"GO:1902572"	"GO"	"negative regulation of serine-type peptidase activity"	"pathway"	1	1	0	NA	0	12	0	19688
"GO:1902573"	"GO"	"positive regulation of serine-type peptidase activity"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902576"	"GO"	"negative regulation of nuclear cell cycle DNA replication"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902578"	"GO"	"single-organism localization"	"pathway"	1	1	0	NA	0	4106	0	19688
"GO:1902579"	"GO"	"multi-organism localization"	"pathway"	1	1	0	NA	0	71	0	19688
"GO:1902580"	"GO"	"single-organism cellular localization"	"pathway"	1	1	0	NA	0	1180	0	19688
"GO:1902581"	"GO"	"multi-organism cellular localization"	"pathway"	1	1	0	NA	0	65	0	19688
"GO:1902582"	"GO"	"single-organism intracellular transport"	"pathway"	1	1	0	NA	0	668	0	19688
"GO:1902583"	"GO"	"multi-organism intracellular transport"	"pathway"	1	1	0	NA	0	65	0	19688
"GO:1902589"	"GO"	"single-organism organelle organization"	"pathway"	1	1	0	NA	0	2579	0	19688
"GO:1902590"	"GO"	"multi-organism organelle organization"	"pathway"	1	1	0	NA	0	25	0	19688
"GO:1902591"	"GO"	"single-organism membrane budding"	"pathway"	1	1	0	NA	0	81	0	19688
"GO:1902592"	"GO"	"multi-organism membrane budding"	"pathway"	1	1	0	NA	0	25	0	19688
"GO:1902593"	"GO"	"single-organism nuclear import"	"pathway"	1	1	0	NA	0	132	0	19688
"GO:1990253"	"GO"	"cellular response to leucine starvation"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1990254"	"GO"	"keratin filament binding"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0098574"	"GO"	"cytoplasmic side of lysosomal membrane"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0098576"	"GO"	"lumenal side of membrane"	"structural_complex"	1	1	0	NA	0	33	0	19688
"GO:0098900"	"GO"	"regulation of action potential"	"pathway"	1	1	0	NA	0	50	0	19688
"GO:0098901"	"GO"	"regulation of cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0098902"	"GO"	"regulation of membrane depolarization during action potential"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0098903"	"GO"	"regulation of membrane repolarization during action potential"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0098904"	"GO"	"regulation of AV node cell action potential"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0098908"	"GO"	"regulation of neuronal action potential"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0098909"	"GO"	"regulation of cardiac muscle cell action potential involved in regulation of contraction"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0098910"	"GO"	"regulation of atrial cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0098911"	"GO"	"regulation of ventricular cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	14	0	19688
"GO:0098912"	"GO"	"membrane depolarization during atrial cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0098914"	"GO"	"membrane repolarization during atrial cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0098915"	"GO"	"membrane repolarization during ventricular cardiac muscle cell action potential"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1902600"	"GO"	"hydrogen ion transmembrane transport"	"pathway"	1	1	0	NA	0	116	0	19688
"GO:1902603"	"GO"	"carnitine transmembrane transport"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1990266"	"GO"	"neutrophil migration"	"pathway"	1	1	0	NA	0	70	0	19688
"hsa04919"	"KEGG"	"Thyroid hormone signaling pathway"	"pathway"	1	1	0	NA	0	116	0	19688
"GO:1902617"	"GO"	"response to fluoride"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:1902622"	"GO"	"regulation of neutrophil migration"	"pathway"	1	1	0	NA	0	45	0	19688
"GO:1902624"	"GO"	"positive regulation of neutrophil migration"	"pathway"	1	1	0	NA	0	38	0	19688
"GO:1902626"	"GO"	"assembly of large subunit precursor of preribosome"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1990267"	"GO"	"response to transition metal nanoparticle"	"pathway"	1	1	0	NA	0	171	0	19688
"GO:0097550"	"GO"	"transcriptional preinitiation complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0097553"	"GO"	"calcium ion transmembrane import into cytosol"	"pathway"	1	1	0	NA	0	49	0	19688
"GO:1902630"	"GO"	"regulation of membrane hyperpolarization"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902656"	"GO"	"calcium ion import into cytosol"	"pathway"	1	1	0	NA	0	51	0	19688
"GO:0098581"	"GO"	"detection of external biotic stimulus"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0098583"	"GO"	"learned vocalization behavior"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0098586"	"GO"	"cellular response to virus"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:1902652"	"GO"	"secondary alcohol metabolic process"	"pathway"	1	1	0	NA	0	121	0	19688
"GO:1902653"	"GO"	"secondary alcohol biosynthetic process"	"pathway"	1	1	0	NA	0	42	0	19688
"GO:0044827"	"GO"	"modulation by host of viral genome replication"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0044828"	"GO"	"negative regulation by host of viral genome replication"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0044829"	"GO"	"positive regulation by host of viral genome replication"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0061588"	"GO"	"calcium activated phospholipid scrambling"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0061589"	"GO"	"calcium activated phosphatidylserine scrambling"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0061590"	"GO"	"calcium activated phosphatidylcholine scrambling"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0061591"	"GO"	"calcium activated galactosylceramide scrambling"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:1902659"	"GO"	"regulation of glucose mediated signaling pathway"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902661"	"GO"	"positive regulation of glucose mediated signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902667"	"GO"	"regulation of axon guidance"	"pathway"	1	1	0	NA	0	43	0	19688
"GO:1902668"	"GO"	"negative regulation of axon guidance"	"pathway"	1	1	0	NA	0	29	0	19688
"GO:1902669"	"GO"	"positive regulation of axon guidance"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1902679"	"GO"	"negative regulation of RNA biosynthetic process"	"pathway"	1	1	0	NA	0	1228	0	19688
"GO:1902680"	"GO"	"positive regulation of RNA biosynthetic process"	"pathway"	1	1	0	NA	0	1541	0	19688
"GO:1902683"	"GO"	"regulation of receptor localization to synapse"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902686"	"GO"	"mitochondrial outer membrane permeabilization involved in programmed cell death"	"pathway"	1	1	0	NA	0	16	0	19688
"GO:1902688"	"GO"	"regulation of NAD metabolic process"	"pathway"	1	1	0	NA	0	4	0	19688
"hsa04750"	"KEGG"	"Inflammatory mediator regulation of TRP channels"	"pathway"	1	1	0	NA	0	97	0	19688
"ko04750"	"KEGG"	"Inflammatory mediator regulation of TRP channels"	"pathway"	1	1	0	NA	0	97	0	19688
"GO:1902692"	"GO"	"regulation of neuroblast proliferation"	"pathway"	1	1	0	NA	0	30	0	19688
"GO:1902710"	"GO"	"GABA receptor complex"	"structural_complex"	1	1	0	NA	0	20	0	19688
"GO:1902711"	"GO"	"GABA-A receptor complex"	"structural_complex"	1	1	0	NA	0	19	0	19688
"GO:1902713"	"GO"	"regulation of interferon-gamma secretion"	"pathway"	1	1	0	NA	0	12	0	19688
"GO:1902714"	"GO"	"negative regulation of interferon-gamma secretion"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902715"	"GO"	"positive regulation of interferon-gamma secretion"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0044837"	"GO"	"actomyosin contractile ring organization"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0044839"	"GO"	"cell cycle G2/M phase transition"	"pathway"	1	1	0	NA	0	141	0	19688
"GO:0097576"	"GO"	"vacuole fusion"	"pathway"	1	1	0	NA	0	36	0	19688
"GO:0097577"	"GO"	"sequestering of iron ion"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0097581"	"GO"	"lamellipodium organization"	"pathway"	1	1	0	NA	0	39	0	19688
"GO:0098588"	"GO"	"bounding membrane of organelle"	"structural_complex"	1	1	0	NA	0	1965	0	19688
"GO:0098589"	"GO"	"membrane region"	"structural_complex"	1	1	0	NA	0	1202	0	19688
"GO:0098590"	"GO"	"plasma membrane region"	"structural_complex"	1	1	0	NA	0	1001	0	19688
"GO:0098592"	"GO"	"cytoplasmic side of apical plasma membrane"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:1902730"	"GO"	"positive regulation of proteoglycan biosynthetic process"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902731"	"GO"	"negative regulation of chondrocyte proliferation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902732"	"GO"	"positive regulation of chondrocyte proliferation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902742"	"GO"	"apoptotic process involved in development"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:1902743"	"GO"	"regulation of lamellipodium organization"	"pathway"	1	1	0	NA	0	43	0	19688
"GO:1902744"	"GO"	"negative regulation of lamellipodium organization"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:1902745"	"GO"	"positive regulation of lamellipodium organization"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:1902746"	"GO"	"regulation of lens fiber cell differentiation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902749"	"GO"	"regulation of cell cycle G2/M phase transition"	"pathway"	1	1	0	NA	0	130	0	19688
"GO:1902750"	"GO"	"negative regulation of cell cycle G2/M phase transition"	"pathway"	1	1	0	NA	0	86	0	19688
"GO:1902751"	"GO"	"positive regulation of cell cycle G2/M phase transition"	"pathway"	1	1	0	NA	0	24	0	19688
"hsa04611"	"KEGG"	"Platelet activation"	"pathway"	1	1	0	NA	0	123	0	19688
"hsa04921"	"KEGG"	"Oxytocin signaling pathway"	"pathway"	1	1	0	NA	0	153	0	19688
"ko04921"	"KEGG"	"Oxytocin signaling pathway"	"pathway"	1	1	0	NA	0	153	0	19688
"hsa_M00632"	"KEGG"	"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	"pathway"	1	1	0	NA	0	4	0	19688
"M00632"	"KEGG"	"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	"pathway"	1	1	0	NA	0	4	0	19688
"META_PWY66-409"	"BIOCYC"	"superpathway of purine nucleotide salvage"	"pathway"	1	1	0	NA	0	13	0	19688
"META_PWY-7434"	"BIOCYC"	"terminal O-glycans residues modification"	"pathway"	1	1	0	NA	0	4	0	19688
"META_PWY-7433"	"BIOCYC"	"mucin core 1 and core 2 O-glycosylation"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0044843"	"GO"	"cell cycle G1/S phase transition"	"pathway"	1	1	0	NA	0	124	0	19688
"GO:0044845"	"GO"	"chain elongation of O-linked mannose residue"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0061614"	"GO"	"pri-miRNA transcription from RNA polymerase II promoter"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0061615"	"GO"	"glycolytic process through fructose-6-phosphate"	"pathway"	1	1	0	NA	0	28	0	19688
"GO:0061617"	"GO"	"MICOS complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0061620"	"GO"	"glycolytic process through glucose-6-phosphate"	"pathway"	1	1	0	NA	0	28	0	19688
"GO:0061621"	"GO"	"canonical glycolysis"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0061624"	"GO"	"fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0090559"	"GO"	"regulation of membrane permeability"	"pathway"	1	1	0	NA	0	79	0	19688
"GO:0098596"	"GO"	"imitative learning"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0098597"	"GO"	"observational learning"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0098598"	"GO"	"learned vocalization behavior or vocal learning"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0098599"	"GO"	"palmitoyl hydrolase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0098602"	"GO"	"single organism cell adhesion"	"pathway"	1	1	0	NA	0	543	0	19688
"GO:0098609"	"GO"	"cell-cell adhesion"	"pathway"	1	1	0	NA	0	495	0	19688
"GO:1902774"	"GO"	"late endosome to lysosome transport"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902775"	"GO"	"mitochondrial large ribosomal subunit assembly"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902803"	"GO"	"regulation of synaptic vesicle transport"	"pathway"	1	1	0	NA	0	41	0	19688
"GO:1902804"	"GO"	"negative regulation of synaptic vesicle transport"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:1902805"	"GO"	"positive regulation of synaptic vesicle transport"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:1902806"	"GO"	"regulation of cell cycle G1/S phase transition"	"pathway"	1	1	0	NA	0	200	0	19688
"GO:1902807"	"GO"	"negative regulation of cell cycle G1/S phase transition"	"pathway"	1	1	0	NA	0	147	0	19688
"GO:1902808"	"GO"	"positive regulation of cell cycle G1/S phase transition"	"pathway"	1	1	0	NA	0	34	0	19688
"GO:1902809"	"GO"	"regulation of skeletal muscle fiber differentiation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902822"	"GO"	"regulation of late endosome to lysosome transport"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902850"	"GO"	"microtubule cytoskeleton organization involved in mitosis"	"pathway"	1	1	0	NA	0	100	0	19688
"GO:1902855"	"GO"	"regulation of non-motile cilium assembly"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:1902856"	"GO"	"negative regulation of non-motile cilium assembly"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:1902857"	"GO"	"positive regulation of non-motile cilium assembly"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:1902866"	"GO"	"regulation of retina development in camera-type eye"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:1902869"	"GO"	"regulation of amacrine cell differentiation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:1902882"	"GO"	"regulation of response to oxidative stress"	"pathway"	1	1	0	NA	0	82	0	19688
"GO:1902883"	"GO"	"negative regulation of response to oxidative stress"	"pathway"	1	1	0	NA	0	45	0	19688
"GO:1902884"	"GO"	"positive regulation of response to oxidative stress"	"pathway"	1	1	0	NA	0	19	0	19688
